Name,Organization,Date,Location,Profile Link
Ángel Eduardo Gahona,El Meridiano,"April 21, 2018",Nicaragua,https://cpj.org/data/people/angel-eduardo-gahona/
Anil Mazumdar,Aji,"March 24, 2009",India,https://cpj.org/data/people/anil-mazumdar/
Anja Niedringhaus,The Associated Press,"April 4, 2014",Afghanistan,https://cpj.org/data/people/anja-niedringhaus/
Anna Politkovskaya,Novaya Gazeta,"October 7, 2006",Russia,https://cpj.org/data/people/anna-politkovskaya/
Anthony Macharia,Reuters,"July 12, 1993",Somalia,https://cpj.org/data/people/anthony-macharia/
Antoine Massé,Le Courrier d'Abidjan,"November 7, 2004",Ivory Coast,https://cpj.org/data/people/antoine-masse/
Anton Hammerl,Freelance,"April 5, 2011",Libya,https://cpj.org/data/people/anton-hammerl/
Antonio Casemero,Televisao Popular de Angola,"October 30, 1996",Angola,https://cpj.org/data/people/antonio-casemero/
Antonio de la Torre Echeandía,Radio Órbita,"February 14, 2004",Peru,https://cpj.org/data/people/antonio-de-la-torre-echeandia/
Anura Priyantha,Independent Television Network,"December 18, 1999",Sri Lanka,https://cpj.org/data/people/anura-priyantha/
Anwar Jan Khetran,Naveed-e-Pakistan,"July 23, 2020",Pakistan,https://cpj.org/data/people/anwar-jan-khetran/
"Apolinario ""Polly"" Pobeda",DWTI Radio,"May 17, 2003",Philippines,https://cpj.org/data/people/apolinario-polly-pobeda/
Ardiansyah Matra'is,Merauke TV,"July 30, 2010",Indonesia,https://cpj.org/data/people/ardiansyah-matrais/
Areej Shaheen,,"January 3, 2025",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/areej-shaheen/
Aref Ali Filaih,Aswat al-Iraq,"June 11, 2007",Iraq,https://cpj.org/data/people/aref-ali-filaih/
Aristeu Guida da Silva,A Gazeta de São Fidélis,"May 12, 1995",Brazil,https://cpj.org/data/people/aristeu-guida-da-silva/
Arkan Sharifi,Kurdistan TV,"October 30, 2017",Iraq,https://cpj.org/data/people/arkan-sharifi/
Arman Soldin,Agence France-Presse,"May 9, 2023",Ukraine,https://cpj.org/data/people/arman-soldin/
Armando Linares López,Monitor Michoacán,"March 15, 2022",Mexico,https://cpj.org/data/people/armando-linares-lopez/
Armando Pace,DXDS,"July 18, 2006",Philippines,https://cpj.org/data/people/armando-pace/
Armando Saldaña Morales,La Ke Buena 100.9 FM,"May 2,3 or 4, 2015",Mexico,https://cpj.org/data/people/armando-saldana-morales/
Arnnel Manalo,Bulgar and DZRH Radio,"August 5, 2004",Philippines,https://cpj.org/data/people/arnnel-manalo/
Artur Gilela,Radio Nacional de Angola,"June 16, 1994",Angola,https://cpj.org/data/people/artur-gilela/
Arturo Betia,Periodico Ini,"November 23, 2009",Philippines,https://cpj.org/data/people/arturo-betia/
Asaad Kadhim,Al-Iraqiya TV,"April 19, 2004",Iraq,https://cpj.org/data/people/asaad-kadhim/
Asfandyar Khan,Akhbar-e-Khyber,"June 11, 2011",Pakistan,https://cpj.org/data/people/asfandyar-khan/
Ashok Sodhi,Daily Excelsior,"May 11, 2008",India,https://cpj.org/data/people/ashok-sodhi/
Ashutosh Srivastava,Sudarshan TV,"May 13, 2024",India,https://cpj.org/data/people/ashutosh-srivastava/
Asiya Jeelani,freelance,"April 20, 2004",India,https://cpj.org/data/people/asiya-jeelani/
Aslam Durrani,Daily Pakistan,"April 16, 2013",Pakistan,https://cpj.org/data/people/aslam-durrani/
Assaf Abu Rahal,Al-Akhbar,"August 3, 2010",Lebanon,https://cpj.org/data/people/assaf-abu-rahal/
Assem Kamal Moussa,Palestine Now,"December 17, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/assem-kamal-moussa/
Aswan Ahmed Lutfallah,APTN,"December 12, 2006",Iraq,https://cpj.org/data/people/aswan-ahmed-lutfallah/
Atallah Bajbouj,Nabaa Media Foundation,"October 15, 2014",Syria,https://cpj.org/data/people/atallah-bajbouj/
Athiwat Chaiyanurat,"Matichon, Channel 7","August 1, 2008",Thailand,https://cpj.org/data/people/athiwat-chaiyanurat/
Atilano Segundo Pérez Barrios,Radio Vigía de Todelar,"August 22, 2006",Colombia,https://cpj.org/data/people/atilano-segundo-perez-barrios/
Atwar Bahjat,Al-Arabiya,"February 23, 2006",Iraq,https://cpj.org/data/people/atwar-bahjat/
Audrey Gaid Estrada,101.3 Grace Covenant FM,"March 17, 2022",Philippines,https://cpj.org/data/people/audrey-gaid-estrada/
"Aung Kyaw Naing, ""Par Gyi""",Freelance,"October 4, 2014",Myanmar,https://cpj.org/data/people/aung-kyaw-naing-par-gyi/
Avijit Roy,Freelance,"February 26, 2015",Bangladesh,https://cpj.org/data/people/avijit-roy/
Avinash Jha,BNN News,"November 9-12, 2021",India,https://cpj.org/data/people/avinash-jha/
Awab al-Zubiry,Freelance,"November 18, 2016",Yemen,https://cpj.org/data/people/awab-al-zubiry/
Awil Dahir Salad,Universal TV,"December 22, 2018",Somalia,https://cpj.org/data/people/awil-dahir-salad/
Ayat Khadoura,Freelance,"November 20, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/ayat-khadoura/
Aye Kyaw,Freelance,"July 30, 2022",Myanmar,https://cpj.org/data/people/aye-kyaw/
Ayham Mostafa Ghazzoul,Syrian Center for Media and Freedom of Expression,"November 9, 2012",Syria,https://cpj.org/data/people/ayham-mostafa-ghazzoul/
Ayman Al Gedi,Al-Quds Al-Youm,"December 26, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/ayman-al-gedi/
Ayman Al-Gharbawi,Freelance,"April 26, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/ayman-al-gharbawi/
Ayman Al-Rafati,Al Mayadeen,"February 14, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/ayman-al-rafati/
Ayoub Mohamed,Kurdistan TV,"February 1, 2004",Iraq,https://cpj.org/data/people/ayoub-mohamed/
Aysel Malkac,Ozgur Gundem,"August 7, 1993",Turkey,https://cpj.org/data/people/aysel-malkac/
Ayub Khattak,Karak Times,"October 11, 2013",Pakistan,https://cpj.org/data/people/ayub-khattak/
Azamat Ali Bangash,Samaa TV,"April 17, 2010",Pakistan,https://cpj.org/data/people/azamat-ali-bangash/
Azizullah Haidari,Reuters,"November 19, 2001",Afghanistan,https://cpj.org/data/people/azizullah-haidari/
Azzedine Saidj,El-Ouma,"May 15, 1995",Algeria,https://cpj.org/data/people/azzedine-saidj/
Bahaaddine Yassine,"Watan Media Agency,Al-Quds News Network","May 10, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/bahaaddine-yassine/
Bakhti Benaouda,El-Djoumhouria,"May 22, 1995",Algeria,https://cpj.org/data/people/bakhti-benaouda/
Bala Nadarajah Iyer,Thinamurasu and Thinakaran,"August 16, 2004",Sri Lanka,https://cpj.org/data/people/bala-nadarajah-iyer/
Bardhyl Ajeti,Bota Sot,"June 25, 2005",Serbia,https://cpj.org/data/people/bardhyl-ajeti/
Barkhat Awale,Hurma Radio,"August 24, 2010",Somalia,https://cpj.org/data/people/barkhat-awale/
Basel Tawfiq Youssef,Syrian State TV,"November 21, 2012",Syria,https://cpj.org/data/people/basel-tawfiq-youssef/
Bashar al-Attar,Arbin Unified Media Office,"March 12, 2018",Syria,https://cpj.org/data/people/bashar-al-attar/
Bashar al-Nuaimi,Al-Mosuliya TV,"October 24, 2013",Iraq,https://cpj.org/data/people/bashar-al-nuaimi/
Bashiir Noor Gedi,Radio Shabelle,"October 19, 2007",Somalia,https://cpj.org/data/people/bashiir-noor-gedi/
Basil al-Sayed,Freelance,"December 27, 2011",Syria,https://cpj.org/data/people/basil-al-sayed/
Basil Nabil Ibrahim Faraj,Palestinian Media and Communication Company,"January 7, 2009",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/basil-nabil-ibrahim-faraj/
Bassel al-Shahade,Freelance,"May 28, 2012",Syria,https://cpj.org/data/people/bassel-al-shahade/
Bassem Fawaz al-Zabi,Freelance,"January 13, 2013",Syria,https://cpj.org/data/people/bassem-fawaz-al-zabi/
Batoul Mokhles al-Warrar,Noor al-Sham; Radio Damascus,"November 3, 2015",Syria,https://cpj.org/data/people/batoul-mokhles-al-warrar/
Bayo Ohu,The Guardian,"September 20, 2009",Nigeria,https://cpj.org/data/people/bayo-ohu/
Benjamín Flores González,La Prensa,"July 15, 1997",Mexico,https://cpj.org/data/people/benjamin-flores-gonzalez/
Bernabé Cortés Valderrama,Noticias CVN,"May 19, 1998",Colombia,https://cpj.org/data/people/bernabe-cortes-valderrama/
Bernard Maris,Freelance,"January 7, 2015",France,https://cpj.org/data/people/bernard-maris/
Bernard Verlhac (Tignous),Freelance,"January 7, 2015",France,https://cpj.org/data/people/bernard-verlhac-tignous/
Bhola Nath Masoom,Hind Samachar,"January 31, 1993",India,https://cpj.org/data/people/bhola-nath-masoom/
Bienvenido Legarte Jr.,Prontiera News,"November 23, 2009",Philippines,https://cpj.org/data/people/bienvenido-legarte-jr/
Bienvenido Lemos,Caracol Radio,"September 30, 1993",Colombia,https://cpj.org/data/people/bienvenido-lemos/
Bilal Ahmed Bilal,Palestine Today TV,Unknown in 2014,Syria,https://cpj.org/data/people/bilal-ahmed-bilal/
Bilal Jadallah,Press House-Palestine,"November 19, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/bilal-jadallah/
Bilal Rajab,Al-Quds Al-Youm,"November 1, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/bilal-rajab/
Bilal Sharaf al-Deen,Al-Masirah TV,"September 17, 2015",Yemen,https://cpj.org/data/people/bilal-sharaf-al-deen/
Birendra Shah,"Nepal FM, Dristi Weekly, and Avenues TV","October 4, 2007",Nepal,https://cpj.org/data/people/birendra-shah/
Bladimir Antuna García,El Tiempo de Durango,"November 2, 2009",Mexico,https://cpj.org/data/people/bladimir-antuna-garcia/
Bohdan Bitik,Freelance,"April 26, 2023",Ukraine,https://cpj.org/data/people/bohdan-bitik/
Bonifacio Gregorio,Dyaryo Banat,"July 8, 2003",Philippines,https://cpj.org/data/people/bonifacio-gregorio/
Borhan Uddin Muzakkir,"Barta Bazar,Bangladesh Samachar","February 20, 2021",Bangladesh,https://cpj.org/data/people/borhan-uddin-muzakkir/
Borys Derevyanko,Vechernyaya Odessa,"August 11, 1997",Ukraine,https://cpj.org/data/people/borys-derevyanko/
Boutros Martin,South Sudan Television,"January 25, 2015",South Sudan,https://cpj.org/data/people/boutros-martin/
Bradley Will,freelance,"October 27, 2006",Mexico,https://cpj.org/data/people/bradley-will/
Brahim Guaraoui,El-Moudjahid,"September 4, 1995",Algeria,https://cpj.org/data/people/brahim-guaraoui/
Brent Renaud,Time,"March 13, 2022",Ukraine,https://cpj.org/data/people/brent-renaud/
Brian Brinton,freelance,"May 1, 1994",Bosnia,https://cpj.org/data/people/brian-brinton/
Brian Smith,CJOH-TV,"August 1, 1995",Canada,https://cpj.org/data/people/brian-smith/
Brignol Lindor,Radio Echo 2000,"December 3, 2001",Haiti,https://cpj.org/data/people/brignol-lindor/
Burhan Mohamed Mazhour,ABC,"March 26, 2004",Iraq,https://cpj.org/data/people/burhan-mohamed-mazhour/
Byron Baldeón,Freelance,"July 1, 2012",Ecuador,https://cpj.org/data/people/byron-baldeon/
Calvin Thusago,South African Broadcasting Corporation (SABC),"April 23, 1993",South Africa,https://cpj.org/data/people/calvin-thusago/
Camille Lepage,Freelance,May 2014,Central African Republic,https://cpj.org/data/people/camille-lepage/
Candelario Cayona,Radio DXLL,"May 30, 2001",Philippines,https://cpj.org/data/people/candelario-cayona/
Carlos Alberto Guajardo Romero,Expreso Matamoros,"November 5, 2010",Mexico,https://cpj.org/data/people/carlos-alberto-guajardo-romero/
Carlos Cardoso,Metical,"November 22, 2000",Mozambique,https://cpj.org/data/people/carlos-cardoso/
Carlos Domínguez,Freelance,"January 13, 2018",Mexico,https://cpj.org/data/people/carlos-dominguez-rodriguez/
Carlos Grant,El Tiempo,"April 26, 1993",Honduras,https://cpj.org/data/people/carlos-grant/
Carlos José Guadamuz,Canal 23,"February 10, 2004",Nicaragua,https://cpj.org/data/people/carlos-jose-guadamuz/
Carlos Lajud Catalan,ABC Radio,"April 19, 1993",Colombia,https://cpj.org/data/people/carlos-lajud-catalan/
Carlos Quispe Quispe,Radio Municipal,"March 29, 2008",Bolivia,https://cpj.org/data/people/carlos-quispe-quispe/
Carlos Salgado,Radio Cadena Voces,"October 18, 2007",Honduras,https://cpj.org/data/people/carlos-salgado/
Carsten Thomassen,Dagbladet,"January 14, 2008",Afghanistan,https://cpj.org/data/people/carsten-thomassen/
Cecilio Pineda Birto,Freelance,"March 2, 2017",Mexico,https://cpj.org/data/people/cecilio-pineda-birto/
Cengiz Altun,Yeni Ülke,"February 24, 1992",Turkey,https://cpj.org/data/people/cengiz-altun/
Cetin Abayay,Ozgur Halk,"July 29, 1992",Turkey,https://cpj.org/data/people/cetin-abayay/
Chalee Boonsawat,Thai Rath,"August 21, 2008",Thailand,https://cpj.org/data/people/chalee-boonsawat/
Chan Dara,Koh Santepheap,"December 8, 1994",Cambodia,https://cpj.org/data/people/chan-dara/
Chandan Tiwari,Aj Newspaper,"October 30, 2018",India,https://cpj.org/data/people/chandan-tiwari/
Charles Bideri-Munyangabe,Le Messager,"April 11, 1994",Rwanda,https://cpj.org/data/people/charles-bideri-munyangabe/
Charles Karinganire,Le Flambeau,"April 24, 1994",Rwanda,https://cpj.org/data/people/charles-karinganire/
Chauncey Bailey,Oakland Post,"August 2, 2007",USA,https://cpj.org/data/people/chauncey-bailey/
Chennakeshavalu,EV5,"August 8, 2021",India,https://cpj.org/data/people/chennakeshavalu/
Chet Duong Daravuth,Neak Prayuth,"March 30, 1997",Cambodia,https://cpj.org/data/people/chet-duong-daravuth/
Chief Ebrima Manneh,Daily Observer,Unknown,Gambia,https://cpj.org/data/people/chief-ebrima-manneh/
Chingiz Fuad-ogly Mustafayev,DR-Press,"June 15, 1992",Azerbaijan,https://cpj.org/data/people/chingiz-fuad-ogly-mustafayev/
Chishti Mujahid,Akbar-e-Jehan,"February 9, 2008",Pakistan,https://cpj.org/data/people/chishti-mujahid/
Chou Chetharith,Ta Prum,"October 18, 2003",Cambodia,https://cpj.org/data/people/chou-chetharith/
Chris Hondros,Getty Images,"April 20, 2011",Libya,https://cpj.org/data/people/chris-hondros/
Christian Gregorio Poveda Ruiz,Freelance,"September 2, 2009",El Salvador,https://cpj.org/data/people/christian-gregorio-poveda-ruiz/
Christian Liebig,Focus,"April 7, 2003",Iraq,https://cpj.org/data/people/christian-liebig/
Christian Struwe,freelance,"October 7, 2006",Afghanistan,https://cpj.org/data/people/christian-struwe/
Christoff Griffith,The Nation,"June 22, 2020",Barbados,https://cpj.org/data/people/christoff-griffith/
Christopher Allen,Freelance,"August 26, 2017",South Sudan,https://cpj.org/data/people/christopher-allen/
Christopher Guarin,Radyo Mo Nationwide and Tatak News,"January 5, 2012",Philippines,https://cpj.org/data/people/christopher-guarin/
Christopher Iban Lozada,DBXF Prime Broadcasting Network,"October 24, 2017",Philippines,https://cpj.org/data/people/christopher-iban-lozada/
Cihan Hayırsevener,Güney Marmara’da Yaşam,"December 19, 2009",Turkey,https://cpj.org/data/people/cihan-hayirsevener/
Claude Verlon,Radio France Internationale,"November 2, 2013",Mali,https://cpj.org/data/people/claude-verlon/
Clodomiro Castilla Ospino,El Pulso del Tiempo,"March 19, 2010",Colombia,https://cpj.org/data/people/clodomiro-castilla-ospino/
Conrad Roy,Expo Times,"April 30, 1999",Sierra Leone,https://cpj.org/data/people/conrad-roy/
Cris Bundoquin,DWXR 101.7 Kalahi FM; MUX Online Radio,"May 31, 2023",Philippines,https://cpj.org/data/people/cris-bundoquin/
Crispin Perez,DWDO Radio,"June 9, 2009",Philippines,https://cpj.org/data/people/crispin-perez/
Cynthia Elbaum,Freelancer,"December 22, 1994",Russia,https://cpj.org/data/people/cynthia-elbaum/
Daif al-Gahzal al-Shuhaibi,freelance,"June 2, 2005",Libya,https://cpj.org/data/people/daif-al-gahzal-al-shuhaibi/
Dalia Marko,Raja FM,"January 25, 2015",South Sudan,https://cpj.org/data/people/dalia-marko/
Dan Eldon,Reuters,"July 12, 1993",Somalia,https://cpj.org/data/people/dan-eldon/
Daniel Pearl,The Wall Street Journal,"Between January 23 and February 21, 2002",Pakistan,https://cpj.org/data/people/daniel-pearl/
Danilo López,Prensa Libre,"March 10, 2015",Guatemala,https://cpj.org/data/people/danilo-lopez/
Danilo Vergara,Philippine Post,"July 1, 1992",Philippines,https://cpj.org/data/people/danilo-vergara/
Danish Siddiqui,Reuters,"July 16, 2021",Afghanistan,https://cpj.org/data/people/danish-siddiqui/
Danny Hernandez,People's Journal Tonight,"June 3, 1997",Philippines,https://cpj.org/data/people/danny-hernandez/
Daphne Caruana Galizia,Running Commentary,"October 16, 2017",Malta,https://cpj.org/data/people/daphne-caruana-galizia/
Dario D'Angelo,RAI-TV,"January 28, 1994",Bosnia,https://cpj.org/data/people/dario-dangelo/
Darío Fernández Jaén,Radio Mi Favorita,"November 6, 2011",Panama,https://cpj.org/data/people/dario-fernandez-jaen/
Daud Ali Omar,Radio Baidoa,"April 29, 2015",Somalia,https://cpj.org/data/people/daud-ali-omar/
Daudi Mwangosi,Channel Ten,"September 2, 2012",Tanzania,https://cpj.org/data/people/daudi-mwangosi/
David Beriain,93 Metros,"April 26 - 27, 2021",Burkina Faso,https://cpj.org/data/people/david-beriain/
David Bolkvadze,Worldwide Television News,"October 28, 1993",Georgia,https://cpj.org/data/people/david-bolkvadze/
David Gilkey,National Public Radio,"June 5, 2016",Afghanistan,https://cpj.org/data/people/david-gilkey/
David Kaplan,ABC News,"August 13, 1992",Bosnia,https://cpj.org/data/people/david-kaplan/
David Meza Montesinos,"Radio El Patio, Radio America, Channel 45","March 11, 2010",Honduras,https://cpj.org/data/people/david-meza-montesinos/
Décio Sá,O Estado do Maranhão and Blog do Décio,"April 23, 2012",Brazil,https://cpj.org/data/people/decio-sa/
Dekendra Raj Thapa,Radio Nepal,"August 11, 2004",Nepal,https://cpj.org/data/people/dekendra-raj-thapa/
Dennis Cuesta,DXMD,"August 9, 2008",Philippines,https://cpj.org/data/people/dennis-cuesta/
Dennis Denora,Trends and Times,"June 7, 2018",Philippines,https://cpj.org/data/people/dennis-denora/
Desidario Camangyan,Sunrise FM,"June 14, 2010",Philippines,https://cpj.org/data/people/desidario-camangyan/
Deyda Hydara,The Point,"December 16, 2004",Gambia,https://cpj.org/data/people/deyda-hydara/
Dhan Bahadur Rokka Magar,Radio Nepal,"January 30, 2003",Nepal,https://cpj.org/data/people/dhan-bahadur-rokka-magar/
Dharmeratnam Sivaram,TamilNet and Daily Mirror,"April 29, 2005",Sri Lanka,https://cpj.org/data/people/dharmeratnam-sivaram/
Dhia Najim,freelance,"November 1, 2004",Iraq,https://cpj.org/data/people/dhia-najim/
Dilshan Ibash,Hawar News Agency (ANHA),"October 12, 2017",Syria,https://cpj.org/data/people/dilshan-ibash/
Dina Mohammed Hassan,Al-Hurriya,"October 14, 2004",Iraq,https://cpj.org/data/people/dina-mohammed-hassan/
Dindo Generoso,DyEM 96.7 FM Bai Radio,"November 7, 2019",Philippines,https://cpj.org/data/people/dindo-generoso/
Dinesh Pathak,Sandesh,"May 22, 1993",India,https://cpj.org/data/people/dinesh-pathak/
Djalma Santos da Conceição,RCA FM,"May 22 or 23, 2015",Brazil,https://cpj.org/data/people/djalma-santos-da-conceicao/
Djamel Bouhidel,Nouveau Tell,"October 5, 1993",Algeria,https://cpj.org/data/people/djamel-bouhidel/
Djamel Derraz,Le Soir d'Algérie,"February 11, 1996",Algeria,https://cpj.org/data/people/djamel-derraz/
Djamel Ziater,El-Djoumhouria,"February 17, 1995",Algeria,https://cpj.org/data/people/djamel-ziater/
Djilali Arabidou,Algérie-Actualité,"March 12, 1996",Algeria,https://cpj.org/data/people/djilali-arabidou/
Dmitry Chebotayev,freelance,"May 6, 2007",Iraq,https://cpj.org/data/people/dmitry-chebotayev/
Dmitry Kholodov,Moskovsky Komsomolets,"October 17, 1994",Russia,https://cpj.org/data/people/dmitry-kholodov/
Dmitry Krikoryants,Expresskhronika,"April 14, 1993",Russia,https://cpj.org/data/people/dmitry-krikoryants/
Dmitry Popkov,Ton-M,"May 24, 2017",Russia,https://cpj.org/data/people/dmitry-popkov/
Dmitry Zavadsky,ORT,"November 28, 2003",Belarus,https://cpj.org/data/people/dmitry-zavadsky/
Dolores Guadalupe García Escamilla,Stereo 91,"April 16, 2005",Mexico,https://cpj.org/data/people/dolores-guadalupe-garcia-escamilla/
